Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"School enrollment, primary (% net)",SE.PRM.NENR,Australia,AUS,97.97447,97.38874,97.15609,96.73898,96.43436,94.99609,95.40056,94.98368,94.75605,94.43508,94.398,93.85651,93.85948,94.8527,95.2255,95.50656,95.63832,96.41764,96.53968,96.68084,96.98847,97.57037,97.88079,97.38938,97.04009,96.9821,96.65012,96.38096,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Austria,AUT,..,..,..,..,..,..,..,..,..,90.24,91.24983,90.30978,88.37171,87.47243,87.70025,87.83857,88.24542,88.16804,87.76118,87.44103,87.36683,87.15916,88.39229,88.38265,88.70387,88.59448,88.84197,88.61718,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Azerbaijan,AZE,..,96.17142,96.14938,91.32005,83.26495,84.66302,93.50836,90.12694,88.72601,92.1411,88.23962,85.38303,84.82565,83.28454,84.21228,83.86862,83.15377,83.3748,83.88997,85.17391,84.44645,86.61261,89.10507,93.50729,94.6666,94.14265,94.92858,93.7475,92.42467,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Bahamas, The",BHS,..,..,88.52849,88.8667,92.60562,..,..,..,..,90.54622,..,..,..,..,88.80686,90.23928,86.01952,86.93278,85.77192,81.81508,80.42244,85.58313,79.93012,74.72864,75.44279,79.81499,75.35743,..,74.22717,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bahrain,BHR,..,99.4111,97.01005,98.02282,97.93377,99.114,99.858,99.60053,96.968,96.875,95.77521,93.01535,93.09968,92.38448,91.59966,89.10805,90.50941,..,..,..,..,90.22637,91.19673,92.26165,94.30002,96.45648,96.26462,97.27864,96.71489,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bangladesh,BGD,74.92288,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.68999,93.43051,..,92.56719,92.54123,90.53203,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Barbados,BRB,97.58751,..,89.72294,..,..,..,..,..,..,97.1169,95.49268,94.59061,91.89692,91.5808,90.45634,90.23547,92.05669,94.74497,96.7412,93.71878,94.95407,93.44599,..,..,92.54496,93.76577,95.42938,94.99257,96.69287,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Belarus,BLR,..,..,..,..,..,88.16409,..,..,..,..,..,95.5913,92.53704,93.07121,91.53975,89.60983,89.71155,89.59185,..,..,91.05012,90.70014,93.98101,93.23412,93.11386,93.96598,96.08237,95.61727,94.92861,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Belgium,BEL,..,96.53405,95.09398,97.66637,97.04167,97.07828,97.5397,..,..,98.89581,98.89887,98.94338,98.67874,97.71071,96.10918,95.74554,96.05934,96.98175,97.56414,97.482,97.25467,97.38063,97.69174,97.70043,97.64411,98.06739,98.29369,98.76482,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Belize,BLZ,..,..,..,..,..,..,..,..,..,97.74424,94.82919,91.96333,..,92.11363,93.30201,92.96664,93.62886,93.3871,93.81454,94.92075,95.41596,95.14914,96.65387,95.743,96.35903,96.20372,96.11602,96.18248,95.94237,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Benin,BEN,39.50607,..,49.21298,53.21355,54.48041,56.8919,59.11845,62.47886,..,..,..,..,..,83.4165,86.69745,81.92453,84.66898,..,90.1357,94.2321,94.92278,94.8091,95.50633,..,96.36058,..,..,97.03352,97.21103,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.99323,..,..,..,..,..,93.46006,92.71386,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bhutan,BTN,..,..,..,..,..,..,..,..,53.68199,54.56965,57.27957,59.90765,..,..,..,69.57875,73.53461,..,79.444,84.17788,86.28016,87.89042,90.24338,88.33726,..,88.17317,87.5304,87.42576,88.02597,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bolivia,BOL,..,..,..,..,..,..,..,..,94.72467,94.759,95.14838,94.89123,95.16109,95.2292,94.82356,94.96596,95.07125,94.89489,94.08623,93.52178,90.89746,88.24213,86.63318,86.31707,86.31873,87.3167,88.81425,90.87779,92.85137,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Botswana,BWA,91.56383,93.73882,93.09434,92.69135,92.66993,83.12641,83.61821,..,84.55472,85.06617,85.93266,87.25764,87.32834,87.47464,88.40905,87.65819,88.6352,87.27144,85.99029,85.5554,..,..,87.75564,88.02718,87.65678,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Brazil,BRA,..,..,..,..,..,..,..,..,..,96.914,..,98.03385,95.73049,93.17962,94.42334,94.85334,..,91.58906,97.54903,95.52765,..,95.00738,98.0755,93.76937,94.84088,94.73055,95.47144,96.29925,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,British Virgin Islands,VGB,98.26091,99.64743,99.66632,..,96.60036,..,..,..,..,95.35541,81.85025,88.7281,93.48189,95.21401,..,89.76744,88.73293,96.55137,..,93.49986,..,90.92355,91.81669,94.10986,91.05875,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Brunei Darussalam,BRN,..,89.85875,91.66947,94.30621,94.42407,97.98266,..,..,..,..,..,..,..,..,..,..,..,..,..,93.18006,..,..,92.69992,93.51439,92.53427,92.48465,93.75145,93.53285,93.14673,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Bulgaria,BGR,..,..,..,..,..,..,93.93516,95.0039,95.1383,95.59626,95.27463,95.54443,93.96941,94.307,95.46767,94.18482,95.18675,97.78147,98.04598,97.74258,97.95684,97.97584,95.726,93.90701,92.61403,90.40649,87.58166,86.4454,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Burkina Faso,BFA,..,27.18227,27.70352,28.68706,29.91303,31.53515,..,..,34.98034,35.48973,36.33372,37.26342,36.72142,38.65198,41.14892,45.7476,48.74733,54.03414,59.9701,62.7928,59.91302,64.89106,65.68288,66.59063,67.7983,69.38962,75.20863,76.42387,78.64517,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Burundi,BDI,..,..,..,49.06123,..,..,..,..,..,..,41.29739,50.13475,49.38625,52.81008,54.41122,57.65405,74.35688,81.83963,92.38812,90.49009,95.37413,..,..,..,..,..,..,94.87551,92.8047,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cabo Verde,CPV,99.20278,..,..,..,99.14782,..,..,..,99.82899,..,99.05232,97.28274,95.91699,95.57941,94.56666,95.31446,96.31027,96.65032,96.15012,95.43499,94.47048,93.2143,93.65455,93.09431,93.20062,93.24357,92.59373,92.86236,93.42191,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cambodia,KHM,..,..,..,..,..,..,..,83.10079,84.72523,86.69373,92.40854,..,..,97.43006,..,..,94.83255,95.88748,94.57758,..,93.61728,97.51867,97.40673,..,95.04806,95.26797,92.75899,90.54321,90.26554,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cameroon,CMR,73.17901,71.2428,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.07519,85.56531,..,88.72421,91.38752,..,91.7001,92.07438,94.493,92.87395,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Canada,CAN,95.73245,98.30903,98.06502,96.43984,95.88897,94.75944,95.69298,..,98.99826,99.92808,99.92051,..,..,..,..,..,..,..,..,..,..,..,99.45167,99.43231,99.39113,99.58907,99.95587,99.8825,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Central African Republic,CAF,59.56512,54.79732,..,..,..,..,..,..,..,..,..,..,..,..,..,47.50865,47.71847,55.57831,63.99067,64.03461,65.95599,63.8246,66.29549,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Chad,TCD,..,..,..,..,..,..,37.29169,42.63793,47.74362,49.66303,51.30694,52.50412,55.89137,57.40992,..,..,..,..,..,..,..,61.66744,..,78.09266,..,79.09656,73.15289,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.39165,95.90266,94.26372,95.45718,94.8,94.51162,93.65419,93.42186,93.43477,94.0068,94.74067,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,China,CHN,96.87553,96.82433,95.8694,94.73328,93.10675,91.30103,90.04399,89.34889,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Colombia,COL,..,71.93849,79.96265,80.63068,81.36268,84.46672,89.27669,..,92.11651,93.73617,93.89445,92.02846,92.85234,..,92.72557,94.1217,92.67949,91.89814,92.72779,92.9001,91.85368,91.81058,90.2152,90.20282,90.46317,91.9363,92.99662,93.13491,92.91999,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Comoros,COM,..,..,..,..,69.22219,..,..,..,..,60.79396,67.49473,..,..,..,..,..,..,79.17413,..,..,..,..,..,84.62552,80.85214,..,..,79.83747,80.75383,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Congo, Dem. Rep.",COD,..,61.43332,59.74284,58.69954,59.8877,67.86944,..,..,..,36.80411,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.82475,55.27637,..,..,..,86.245,..,87.88284,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Costa Rica,CRI,86.79922,87.26552,89.03262,89.38238,88.44138,89.54187,91.47044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.39715,98.48145,97.84257,96.98747,97.60783,98.18412,96.34224,97.33255,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cote d'Ivoire,CIV,..,49.10346,49.3883,..,..,..,54.68437,55.69958,..,56.60624,55.6689,59.62325,59.60988,56.0829,..,..,..,..,..,55.83834,..,..,..,66.9161,72.34108,76.73595,83.16992,85.57232,90.32837,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Croatia,HRV,..,..,..,..,..,..,..,..,83.99954,86.00243,87.71651,89.95082,91.81793,93.61944,..,90.43858,90.07755,89.78888,88.02296,85.8984,85.81516,87.64469,89.14168,88.65935,88.74208,88.94188,87.6378,88.0407,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cuba,CUB,91.9294,91.62777,93.92801,94.79615,97.06529,96.89418,98.80478,98.59347,96.92918,97.8031,97.92115,98.02557,98.35008,97.33076,97.43389,96.63556,95.8703,96.46826,96.27754,97.87644,98.55296,98.54931,97.81573,97.78205,94.98571,93.98312,94.46077,95.57823,97.73994,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Cyprus,CYP,78.82103,79.15245,77.36127,97.62945,96.91663,96.213,96.11728,96.28477,..,95.3991,95.31862,94.96985,95.94279,96.14328,96.11749,99.34591,99.21867,99.04305,98.70243,98.74389,98.96982,98.719,97.9124,97.29695,96.91133,97.36852,96.72966,97.49342,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Czechia,CZE,..,..,..,..,..,..,..,..,..,89.06554,..,..,..,..,..,..,..,89.22317,88.6485,88.92463,88.90289,88.00827,88.24667,87.95611,88.11683,88.69066,88.79724,89.3503,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Denmark,DNK,97.68508,98.25418,97.43151,96.96003,98.68842,98.27815,98.14876,..,98.70982,97.94913,97.44444,99.82751,99.85921,..,97.74303,95.6588,95.9751,96.55403,95.95982,95.99777,95.89593,97.48009,97.95569,98.33161,98.03298,98.37249,98.69361,98.53748,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Djibouti,DJI,27.19719,27.2619,28.46114,26.21071,27.08583,28.14266,28.11271,27.03833,..,26.73226,26.89352,29.47871,31.0222,..,34.67098,36.13749,39.33961,42.162,48.01862,47.87648,..,58.16695,..,58.87689,61.38047,60.7187,57.24558,59.96016,61.80335,66.48037,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,94.78214,89.7846,94.44293,88.03911,84.56946,83.42215,81.8969,83.08997,83.93383,87.39084,..,95.64645,..,..,..,..,95.42178,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,83.61983,84.72004,..,90.98838,89.83362,82.90168,84.25703,81.78003,87.68849,84.02008,89.54384,91.87024,91.88699,91.01404,90.84502,89.28355,93.52992,93.32844,92.87434,92.71356,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ecuador,ECU,..,..,..,..,91.98211,92.52188,93.75276,96.26485,95.2353,94.95655,95.58856,96.80904,97.41598,97.01792,..,95.95781,95.93721,96.72017,94.52771,92.34961,92.62287,91.98807,91.67788,91.50564,91.35484,91.6503,91.66046,91.64154,90.94167,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Egypt, Arab Rep.",EGY,..,..,..,..,87.3875,..,..,89.25208,..,87.03368,86.64983,87.37485,88.29474,89.50439,90.66548,89.13222,88.2461,92.40917,..,93.55801,95.94726,93.51389,98.53698,..,98.0269,..,97.45606,97.02531,97.03257,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,El Salvador,SLV,..,..,..,..,..,..,..,..,81.41189,..,89.19182,89.5926,91.13224,93.11135,..,94.36592,94.78403,94.15772,94.4002,94.37584,94.46109,94.08134,93.22315,90.57777,88.23495,85.79246,84.4549,80.23355,80.99537,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Equatorial Guinea,GNQ,..,..,..,..,63.93221,..,..,..,..,..,65.18929,71.8899,69.78217,65.84711,..,..,..,..,47.10148,45.87645,45.07741,45.20342,46.47964,..,..,43.48324,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Eritrea,ERI,..,..,29.11171,..,32.91022,34.33193,36.58888,37.35682,..,45.23594,52.87175,55.98924,64.29436,72.44337,77.97488,82.46788,83.71832,77.29299,72.48675,67.39935,62.77906,65.78386,67.71657,64.40639,63.25635,59.76386,..,51.75237,51.45515,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Estonia,EST,..,..,..,..,..,87.03452,90.60952,..,93.86149,94.96768,95.59569,95.81607,95.87851,94.52595,93.9248,93.81157,93.00778,94.47473,94.11625,93.78504,96.75183,97.38176,97.40301,96.16833,94.15752,93.48484,93.48397,93.68129,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Eswatini,SWZ,72.41227,72.87263,74.33011,74.13622,76.18171,79.10908,78.57436,..,..,..,..,..,..,..,..,..,..,..,..,82.01758,87.79701,89.33158,88.30076,84.51888,85.23378,84.16842,84.2526,82.52357,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ethiopia,ETH,..,..,..,..,19.18834,21.94671,26.19184,..,33.66542,35.68444,40.1724,43.93817,46.06448,46.78406,49.57821,60.38556,65.01391,70.07064,75.77882,75.36213,73.35168,77.23446,78.49475,..,85.10069,84.62346,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Fiji,FJI,..,..,96.64656,..,97.00467,95.49888,93.14733,93.57705,94.55807,94.26094,92.67882,95.5092,96.66751,99.36104,96.70622,..,99.12584,96.31323,96.8042,96.73256,..,96.74118,96.97145,97.10737,..,98.72797,96.76212,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Finland,FIN,..,..,..,98.75371,98.63792,98.31477,98.36753,98.71485,99.41359,99.78745,99.70392,99.61892,99.262,98.52116,97.57685,97.1783,96.6628,97.26075,97.71417,97.87074,98.21163,98.48757,99.0129,99.03438,99.36498,99.11706,99.05594,98.62944,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,France,FRA,99.91749,99.98827,99.21937,97.83304,97.79167,98.94106,99.94659,99.9391,..,95.96275,95.59312,95.50102,95.43218,95.19437,95.15357,98.55515,98.57178,98.49684,98.06303,97.70589,97.35002,98.37009,98.27769,98.30237,97.56809,98.43569,98.82171,98.92727,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,French Polynesia,PYF,99.62628,..,..,99.34081,..,99.58108,99.38568,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Gabon,GAB,..,..,..,..,..,..,..,90.90869,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Gambia, The",GMB,49.01772,..,47.82232,51.04922,..,..,58.232,..,58.89308,67.09651,63.55687,63.35538,61.15713,64.04565,64.76537,62.77374,67.29195,66.68337,64.00752,..,63.27525,65.36207,67.57606,65.84188,68.70101,71.9013,73.64662,76.0989,76.81635,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Georgia,GEO,..,..,..,..,..,91.41798,98.29222,99.86955,..,..,..,..,..,..,93.55358,92.75616,91.67211,94.73061,98.30193,96.56654,..,97.24953,98.51891,99.28296,99.10612,99.58342,97.8812,97.91476,96.43624,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Germany,DEU,..,..,..,..,..,..,..,..,..,86.86843,86.46473,82.93565,84.71067,84.99832,86.23536,87.00548,88.30855,88.72921,88.31105,88.027,88.84321,88.51651,88.29428,87.93699,87.89669,89.23147,90.41737,90.14286,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ghana,GHA,..,..,..,..,..,..,..,..,..,59.06458,62.47976,57.346,59.89725,59.57402,..,63.70558,62.81248,68.15086,73.32313,72.36103,..,80.58882,79.38927,84.93016,86.99201,89.28957,86.38027,85.1822,84.48045,86.15823,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.70191,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Greece,GRC,90.8961,90.62979,88.94075,87.30481,86.98576,88.64463,88.44979,89.63678,93.39902,94.60154,95.38317,94.30742,95.15271,95.74776,96.728,95.79944,95.50275,95.31785,..,..,96.8096,96.95325,97.73128,97.49025,96.53303,97.32526,97.94221,98.22037,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Grenada,GRD,..,..,..,..,..,..,..,..,..,98.0834,..,..,97.28518,..,96.28962,93.1893,..,95.27801,93.64296,..,..,..,..,..,..,..,..,..,95.86628,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guatemala,GTM,..,..,..,..,..,..,..,71.03313,..,79.58983,82.35574,82.77562,84.78575,..,89.31913,90.80877,92.28846,93.29561,93.686,96.29742,95.20853,92.72544,89.87772,87.41445,85.56198,85.21609,84.59497,85.58408,86.88631,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guinea,GIN,23.80892,25.84697,..,..,..,..,..,..,40.68825,42.77111,45.42983,48.58952,55.58913,58.66561,61.3667,62.90998,64.5528,66.27116,65.68297,66.88138,68.67825,72.46964,73.05369,74.10601,76.90338,..,76.01588,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,48.98525,..,..,..,..,..,..,..,..,..,71.25324,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guyana,GUY,..,91.87291,89.64668,88.06664,..,89.89822,88.43708,..,..,..,..,..,..,91.33466,..,..,..,..,92.743,88.01357,91.70702,93.15013,93.09037,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Haiti,HTI,..,..,..,..,..,..,..,58.11227,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Honduras,HND,..,86.26625,..,87.56326,..,..,..,..,..,..,85.74906,..,..,85.74802,85.2252,82.83074,86.78015,81.51275,84.95118,84.14619,84.76193,85.94403,82.9426,79.47982,79.18979,77.96419,79.58265,80.09489,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Hong Kong SAR, China",HKG,..,..,..,..,..,93.90261,93.80741,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.19961,93.79324,94.29161,93.80718,96.37164,95.72751,95.45476,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Hungary,HUN,..,..,..,..,91.54598,90.50608,78.42221,87.00003,86.77309,87.14489,87.82211,88.60332,89.1568,88.63265,88.68183,89.3733,90.61516,89.72605,91.18075,91.91353,92.05381,91.45924,90.78135,90.77126,91.07825,91.23812,91.39837,90.83399,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Iceland,ISL,..,..,..,..,97.33665,..,97.9898,98.47849,99.41332,98.79555,98.82721,99.14985,99.20209,98.20419,96.5557,96.76546,97.22027,98.03954,99.1549,99.6124,99.2208,98.72088,98.15848,98.03622,98.12777,98.56708,99.45437,99.83367,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,India,IND,77.12007,..,..,..,..,..,..,..,..,..,79.50755,79.37586,78.99802,83.57377,..,..,..,91.12498,90.8729,90.65366,90.95531,90.37191,91.57155,92.25734,..,..,..,..,..,..,..,..,..,..
